"Gene"	"CC02.17F1a"	"CC06.09F1a"	"CB21.03F1a"	"CC03.15F1a"	"CB05.15F1a"	"CC20.13F1a"	"CB07.01F1a"	"CB20.13F1a"
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_123"	0	0	3	0	0	1	6	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_124"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_125"	0	0	1	0	0	0	2	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_126"	0	0	0	0	0	1	1	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_127"	0	0	0	0	0	2	9	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_128"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_129"	1	0	2	0	0	3	12	2
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_130"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_131"	1	0	0	0	0	1	3	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_132"	1	0	1	0	0	1	5	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_133"	0	0	3	0	0	0	3	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_134"	1	0	0	0	0	0	3	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_135"	0	0	1	0	0	1	6	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_136"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_137"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_138"	1	0	1	0	0	2	9	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_139"	0	0	1	0	0	1	10	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_140"	1	0	1	0	0	2	6	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_141"	0	0	0	0	0	0	3	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_142"	0	0	2	0	0	3	14	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_143"	0	0	1	0	0	1	3	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_144"	0	0	8	0	0	0	6	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_145"	0	0	3	0	0	0	2	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_146"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_147"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_148"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_149"	0	0	0	0	0	0	2	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_150"	0	0	1	0	0	1	3	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_151"	1	0	8	0	0	2	11	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_152"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_153"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_154"	1	0	4	1	1	1	35	2
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_155"	0	0	0	0	0	2	10	1
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_156"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_157"	0	1	2	0	1	0	5	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_158"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_159"	1	1	3	1	0	8	33	4
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_160"	2	0	5	1	0	9	36	5
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_161"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_162"	1	0	3	1	0	6	27	3
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_163"	0	0	2	0	0	3	11	2
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_164"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_165"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_166"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_167"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_168"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_14_length_150191_cov_16.872649_169"	0	0	1	0	0	0	3	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_1"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_2"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_3"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_4"	0	0	2	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_5"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_6"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_7"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_8"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_9"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_10"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_11"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_12"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_13"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_14"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_15"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_16"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_17"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_18"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_19"	0	3	11	0	0	0	2	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_20"	0	2	8	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_21"	0	1	5	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_22"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_23"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_24"	0	1	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_25"	0	3	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_26"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_27"	0	1	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_28"	0	1	3	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_29"	0	0	5	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_30"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_31"	0	0	4	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_32"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_33"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_34"	0	0	2	0	0	0	2	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_35"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_36"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_37"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_38"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_39"	0	0	14	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_40"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_41"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_42"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_43"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_44"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_45"	0	0	3	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_46"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_47"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_48"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_49"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_50"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_51"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_52"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_53"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_54"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_55"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_56"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_57"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_58"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_59"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_60"	0	0	4	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_61"	0	0	4	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_62"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_63"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_64"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_65"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_66"	0	0	9	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_67"	0	0	5	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_68"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_69"	0	0	8	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_70"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_71"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_72"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_73"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_74"	0	0	6	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_75"	0	0	6	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_76"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_77"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_78"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_79"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_80"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_81"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_82"	0	0	2	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_83"	0	0	4	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_84"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_85"	0	0	9	0	1	0	2	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_86"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_87"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_88"	0	1	6	0	0	0	2	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_89"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_90"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_91"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_92"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_93"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_94"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_95"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_96"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_97"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_98"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_99"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_100"	0	1	14	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_101"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_102"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_103"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_104"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_105"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_106"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_107"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_108"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_109"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_110"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_111"	0	0	22	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_112"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_113"	0	1	7	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_114"	0	1	10	0	0	0	2	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_115"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_116"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_117"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_118"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_119"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_120"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_121"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_122"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_123"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_124"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_125"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_126"	0	1	4	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_127"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_128"	0	1	6	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_129"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_130"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_131"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_132"	0	0	2	0	0	0	1	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_133"	0	0	4	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_134"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_135"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_136"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_137"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_138"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_139"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_140"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_141"	0	0	5	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_142"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_143"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_144"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_145"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_146"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_147"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_148"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_149"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_150"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_151"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_152"	0	1	9	0	0	0	2	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_153"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_154"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_15_length_147225_cov_15.201814_155"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_1"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_2"	0	3	11	0	0	0	5	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_3"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_4"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_5"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_6"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_7"	0	1	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_8"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_9"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_10"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_11"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_12"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_13"	0	1	11	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_14"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_15"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_16"	0	1	5	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_17"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_18"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_19"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_20"	0	1	3	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_21"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_22"	0	0	4	0	0	0	3	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_23"	0	1	5	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_24"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_25"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_26"	0	0	4	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_27"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_28"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_29"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_30"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_31"	1	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_32"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_33"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_34"	0	1	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_35"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_36"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_37"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_38"	0	1	5	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_39"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_40"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_41"	0	4	15	0	0	0	3	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_42"	0	1	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_43"	0	1	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_44"	0	1	3	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_45"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_46"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_47"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_48"	0	0	3	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_49"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_50"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_51"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_52"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_53"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_54"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_55"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_56"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_57"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_58"	0	1	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_59"	0	0	1	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_60"	0	1	3	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_61"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_62"	0	1	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_63"	0	0	2	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_64"	0	0	0	0	0	0	1	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_65"	0	1	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_66"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_67"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_68"	0	0	1	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_69"	0	0	0	0	0	0	0	0
"ERR4835994_bin.4_NODE_29_length_112337_cov_14.732361_70"	0	0	0	0	0	0	0	0
