"Gene"	"CC02.17F1a"	"CC06.09F1a"	"CB21.03F1a"	"CC03.15F1a"	"CB05.15F1a"	"CC20.13F1a"	"CB07.01F1a"	"CB20.13F1a"
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_97"	48	0	3	50	551	0	17	639
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_98"	2	0	0	2	17	0	3	37
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_99"	0	0	0	0	5	0	0	69
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_100"	0	0	0	0	9	0	1	52
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_101"	0	0	0	1	13	0	0	59
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_102"	2	0	0	3	29	0	1	107
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_103"	2	0	1	3	29	0	4	74
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_104"	1	0	0	3	165	0	3	70
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_105"	0	0	0	1	2	0	1	3
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_106"	2	0	0	2	39	0	3	82
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_107"	3	0	0	3	23	0	1	52
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_108"	11	0	3	9	38	0	8	109
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_109"	2	0	0	1	93	0	4	174
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_110"	2	0	1	0	29	0	4	61
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_111"	1	0	0	2	16	0	0	6
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_112"	0	0	0	0	17	0	7	23
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_113"	1	0	0	2	42	0	7	63
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_114"	4	0	0	5	68	0	13	124
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_115"	1	0	0	4	52	0	5	93
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_116"	9	0	1	10	142	0	7	333
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_117"	1	0	0	2	20	0	3	16
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_118"	1	0	0	2	27	0	2	38
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_119"	0	0	0	1	12	0	2	17
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_120"	0	0	1	1	3	0	0	7
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_121"	1	0	0	1	22	0	2	51
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_122"	5	0	2	5	93	0	2	234
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_123"	1	0	0	1	7	0	2	32
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_124"	0	0	0	0	2	0	1	9
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_125"	1	0	0	2	20	0	1	58
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_126"	4	0	1	7	105	0	6	303
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_127"	0	0	0	0	2	0	0	2
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_128"	1	0	0	1	4	0	0	22
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_129"	2	0	1	3	19	0	4	87
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_130"	1	0	0	2	9	0	3	64
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_131"	0	0	0	2	29	0	2	160
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_132"	6	0	2	6	63	0	6	302
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_133"	0	0	1	2	31	0	3	98
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_134"	1	0	0	1	14	0	1	26
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_135"	1	0	0	1	3	0	1	15
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_136"	1	0	1	3	11	0	4	19
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_137"	2	0	2	4	18	0	6	42
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_138"	0	0	0	0	0	0	0	0
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_139"	1	0	1	2	9	0	2	26
"ERR4836908_bin.60_NODE_41_length_170469_cov_390.487789_140"	0	0	0	1	4	0	3	6
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_1"	0	0	0	0	3	0	0	19
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_2"	1	0	0	2	19	0	2	71
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_3"	1	0	0	0	11	0	1	36
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_4"	1	0	0	0	3	0	1	11
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_5"	12	0	2	7	262	0	7	471
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_6"	2	0	1	6	109	0	3	125
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_7"	4	0	2	7	220	0	10	307
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_8"	5	0	1	3	66	0	3	130
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_9"	4	0	1	3	50	0	3	96
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_10"	3	0	0	2	72	0	1	98
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_11"	0	0	0	0	2	0	0	3
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_12"	13	1	4	11	232	0	7	423
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_13"	2	0	0	3	39	0	2	50
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_14"	7	0	3	10	221	0	8	311
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_15"	5	0	1	2	21	0	1	38
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_16"	1	0	0	2	27	0	3	46
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_17"	17	0	5	19	251	0	17	510
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_18"	0	0	0	2	13	0	1	16
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_19"	4	0	0	4	31	0	3	73
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_20"	5	0	1	5	51	0	3	97
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_21"	0	0	0	1	8	0	2	19
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_22"	6	0	2	9	107	0	6	179
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_23"	4	0	1	9	78	0	3	134
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_24"	2	0	0	3	70	0	3	84
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_25"	1	0	0	2	20	0	2	60
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_26"	1	0	0	3	11	0	4	51
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_27"	3	0	1	4	45	0	3	103
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_28"	1	0	0	1	1	0	1	6
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_29"	5	0	1	4	19	0	8	92
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_30"	0	0	0	0	1	0	1	3
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_31"	0	0	1	0	7	0	2	23
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_32"	1	0	0	1	10	0	2	44
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_33"	4	0	1	8	70	0	6	156
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_34"	4	0	2	4	36	0	3	117
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_35"	0	0	0	1	2	0	1	8
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_36"	3	0	0	5	31	0	3	69
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_37"	1	0	1	2	8	0	1	10
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_38"	8	0	1	7	72	0	8	170
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_39"	2	0	1	6	200	0	4	460
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_40"	4	0	0	6	85	0	5	150
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_41"	1	0	0	1	2	0	0	6
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_42"	0	0	0	1	19	0	2	50
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_43"	7	0	3	4	45	0	5	78
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_44"	0	0	0	2	33	0	2	53
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_45"	5	0	2	5	84	0	2	131
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_46"	1	0	0	1	12	0	1	28
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_47"	10	0	1	9	65	0	4	244
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_48"	0	0	0	1	5	0	2	13
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_49"	1	0	0	2	46	0	3	98
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_50"	0	0	0	0	0	0	0	2
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_51"	0	0	0	0	1	0	1	2
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_52"	4	0	1	4	54	0	6	216
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_53"	1	0	0	1	14	0	3	50
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_54"	1	0	0	1	10	0	4	36
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_55"	1	0	0	2	9	0	3	41
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_56"	12	0	2	19	216	0	13	464
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_57"	2	0	0	3	36	0	0	116
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_58"	0	0	0	0	1	0	0	4
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_59"	0	0	0	1	1	0	2	8
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_60"	1	0	0	1	8	0	0	48
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_61"	2	0	1	3	14	0	4	95
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_62"	1	0	0	1	1	0	0	14
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_63"	2	1	0	4	26	0	4	174
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_64"	5	1	1	5	63	0	7	313
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_65"	5	0	1	9	37	0	3	184
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_66"	2	0	1	7	42	0	3	185
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_67"	5	0	1	14	49	0	3	138
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_68"	13	0	2	18	106	0	6	388
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_69"	1	0	1	4	20	0	2	78
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_70"	18	0	4	20	311	0	12	871
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_71"	0	0	0	0	0	0	0	0
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_72"	4	0	2	2	90	0	4	168
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_73"	50	56	7	22	431	61	25	902
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_74"	13	8	2	7	182	8	12	359
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_75"	13	0	1	11	34	0	3	373
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_76"	0	0	0	0	1	0	2	21
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_77"	0	0	0	0	1	0	3	18
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_78"	0	0	0	0	0	0	1	3
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_79"	1	0	0	3	48	0	1	51
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_80"	0	0	0	0	9	0	0	12
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_81"	0	0	0	1	0	0	0	3
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_82"	1	0	0	1	20	0	2	35
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_83"	1	0	0	0	2	0	0	6
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_84"	4	0	1	2	50	0	7	225
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_85"	0	0	0	1	14	0	3	13
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_86"	3	2	0	5	56	0	0	53
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_87"	4	0	2	8	31	0	5	74
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_88"	2	0	1	2	21	0	4	57
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_89"	0	0	0	1	1	0	0	6
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_90"	5	0	2	10	88	0	9	282
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_91"	6	2	1	11	65	0	4	228
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_92"	2	0	1	3	17	0	2	63
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_93"	0	0	0	2	15	0	2	48
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_94"	2	1	0	1	13	0	1	44
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_95"	3	0	1	2	51	0	6	133
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_96"	0	0	0	0	0	0	0	0
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_97"	0	0	0	0	2	0	0	2
"ERR4836908_bin.60_NODE_81_length_130852_cov_344.006353_98"	0	0	0	0	1	0	1	3
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_1"	1	0	0	2	12	0	0	33
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_2"	1	0	1	2	9	0	3	29
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_3"	1	0	0	0	1	0	0	16
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_4"	1	0	0	1	4	0	2	19
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_5"	3	0	0	1	27	0	1	51
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_6"	3	0	1	2	66	0	1	205
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_7"	2	0	0	4	40	0	4	86
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_8"	0	0	1	4	133	0	5	105
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_9"	29	3	4	17	300	0	12	540
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_10"	11	0	2	13	33	0	5	116
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_11"	0	0	1	0	5	0	5	84
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_12"	6	0	2	7	287	0	6	774
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_13"	0	0	0	0	4	0	2	14
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_14"	0	0	0	1	3	0	2	13
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_15"	0	0	0	1	12	0	3	36
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_16"	0	0	0	0	0	0	0	0
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_17"	0	0	0	1	10	0	1	9
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_18"	6	0	2	5	44	0	6	64
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_19"	1	0	0	4	18	0	5	36
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_20"	0	0	0	1	3	0	1	6
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_21"	0	0	0	1	10	0	1	12
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_22"	15	0	5	7	32	0	5	199
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_23"	1	0	0	1	76	0	5	275
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_24"	0	0	0	1	24	0	4	59
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_25"	0	0	0	1	3	0	1	6
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_26"	1	0	0	3	24	0	3	55
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_27"	1	0	0	0	37	0	2	37
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_28"	0	0	0	0	0	0	2	2
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_29"	3	0	0	2	35	0	2	128
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_30"	2	0	0	1	10	0	1	52
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_31"	1	0	0	0	13	0	0	44
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_32"	4	0	1	2	42	0	2	120
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_33"	0	0	0	0	10	0	2	23
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_34"	1	0	0	1	22	0	3	74
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_35"	0	0	0	0	0	0	3	4
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_36"	0	0	0	0	0	0	2	2
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_37"	0	0	1	0	0	0	1	3
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_38"	0	0	0	0	1	0	2	5
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_39"	0	0	1	0	2	0	5	7
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_40"	0	0	0	0	0	0	2	1
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_41"	1	0	1	1	25	0	3	60
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_42"	2	0	0	1	19	0	2	66
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_43"	0	0	1	0	1	0	1	10
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_44"	0	0	0	0	4	0	2	22
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_45"	0	0	0	0	2	0	1	9
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_46"	0	0	0	0	26	0	1	64
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_47"	0	0	0	0	5	0	1	18
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_48"	0	0	0	0	9	0	1	32
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_49"	1	0	1	3	14	0	4	31
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_50"	3	0	1	2	19	0	2	48
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_51"	1	0	0	0	0	0	1	1
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_52"	0	0	0	0	0	0	2	2
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_53"	15	0	2	16	165	0	9	446
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_54"	4	0	1	4	61	0	8	140
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_55"	4	0	0	3	9	0	2	17
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_56"	3	0	0	2	17	0	2	51
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_57"	1	0	0	2	13	0	1	33
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_58"	2	0	1	3	32	0	3	66
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_59"	1	0	2	2	18	0	1	319
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_60"	1	0	0	1	4	0	8	25
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_61"	0	0	1	2	25	0	2	198
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_62"	0	0	1	1	16	0	3	84
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_63"	3	0	4	4	85	0	6	820
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_64"	7	0	6	7	101	0	10	1082
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_65"	3	0	5	6	98	0	6	443
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_66"	1	0	1	2	27	0	2	78
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_67"	0	0	4	3	18	0	3	424
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_68"	2	0	0	1	16	0	1	75
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_69"	5	0	5	4	27	0	7	160
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_70"	11	1	3	15	85	0	6	253
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_71"	11	0	1	10	113	0	11	330
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_72"	8	0	3	8	91	0	8	220
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_73"	0	0	0	0	0	0	0	0
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_74"	3	0	1	4	92	0	4	320
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_75"	5	0	1	10	172	0	3	208
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_76"	1	0	0	3	34	0	2	49
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_77"	4	0	0	7	73	0	4	137
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_78"	1	0	0	0	10	0	0	9
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_79"	10	1	3	19	156	0	12	313
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_80"	0	0	0	0	10	0	0	9
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_81"	4	0	0	7	100	0	6	190
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_82"	0	0	0	0	23	0	1	28
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_83"	28	1	1	12	15	0	4	350
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_84"	3	0	0	8	88	0	5	113
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_85"	0	0	0	0	0	0	0	0
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_86"	2	0	0	3	32	0	3	51
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_87"	0	0	0	1	5	0	0	5
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_88"	1	0	0	2	42	0	1	67
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_89"	1	0	0	2	26	0	1	24
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_90"	11	0	2	11	214	0	11	584
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_91"	3	0	2	5	93	0	3	207
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_92"	2	0	0	8	95	0	2	86
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_93"	4	0	1	6	127	0	4	217
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_94"	7	0	1	9	161	0	9	321
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_95"	19	0	2	12	299	0	12	797
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_96"	17	0	2	9	197	0	12	509
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_97"	8	0	1	9	57	0	5	194
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_98"	0	0	0	0	13	0	1	33
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_99"	4	0	2	2	9	0	2	17
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_100"	1	0	0	1	7	0	1	30
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_101"	0	0	0	0	4	0	1	7
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_102"	1	0	0	1	12	0	3	19
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_103"	5	0	2	5	106	0	8	290
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_104"	2	0	1	4	42	0	4	94
"ERR4836908_bin.60_NODE_84_length_128610_cov_335.505293_105"	13	0	1	11	156	0	7	318
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_1"	0	0	0	0	24	0	2	151
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_2"	3	0	1	3	14	0	2	108
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_3"	2	0	1	2	15	0	2	149
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_4"	5	1	1	8	275	0	6	361
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_5"	2	0	1	4	87	0	4	183
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_6"	2	0	1	2	19	0	2	57
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_7"	4	0	3	5	44	0	5	623
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_8"	5	0	2	5	313	0	10	439
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_9"	12	0	2	9	183	0	12	351
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_10"	18	0	1	4	59	0	9	207
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_11"	3	0	0	1	34	0	2	101
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_12"	0	0	0	0	1	0	2	12
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_13"	16	1	3	12	173	0	10	683
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_14"	1	0	1	1	6	0	2	101
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_15"	2	0	0	0	3	0	1	8
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_16"	13	0	1	14	231	0	12	475
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_17"	41	5	6	41	448	2	17	819
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_18"	4	1	0	5	53	0	4	95
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_19"	0	0	0	1	3	0	1	6
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_20"	1	0	0	1	6	0	1	16
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_21"	1	0	0	3	16	0	2	40
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_22"	1	0	0	1	22	0	3	61
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_23"	4	0	0	4	15	0	3	56
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_24"	6	0	2	4	78	0	5	336
"ERR4836908_bin.60_NODE_97_length_118091_cov_318.651318_25"	0	0	0	1	5	0	1	21
